County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"DeKalb County, Alabama",    Households,"26,365",8.00%,6.60%,13.50%,13.40%,15.10%,18.80%,10.60%,9.30%,2.30%,2.20%,"42,267","58,198",,39.00%,(X),(X)
"DeKalb County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"DeKalb County, Alabama",    Families,"19,318",4.90%,2.50%,11.60%,13.10%,16.10%,21.50%,13.00%,11.60%,3.10%,2.60%,"51,363","66,453",,(X),40.40%,(X)
"DeKalb County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"DeKalb County, Alabama",    Married-couple families,"15,153",1.70%,2.00%,8.80%,12.10%,16.20%,23.00%,15.10%,14.20%,3.50%,3.40%,"59,462","74,440",,(X),(X),(X)
"DeKalb County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"DeKalb County, Alabama",    Nonfamily households,"7,047",17.90%,18.10%,20.60%,14.50%,12.50%,9.70%,3.60%,2.00%,0.10%,0.90%,"21,406","33,224",,(X),(X),34.80%
"DeKalb County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Elmore County, Alabama","Elmore County, Alabama",,,,,,,,,,,,,,,,,
"Elmore County, Alabama",    Households,"29,794",5.00%,3.50%,9.00%,9.90%,12.00%,20.00%,14.30%,16.10%,5.90%,4.40%,"62,324","78,932",,33.90%,(X),(X)
"Elmore County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Elmore County, Alabama",    Families,"21,745",3.30%,2.10%,5.10%,9.30%,9.90%,20.80%,16.00%,20.60%,7.50%,5.30%,"74,234","89,738",,(X),34.80%,(X)
"Elmore County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Elmore County, Alabama",    Married-couple families,"16,351",1.30%,0.70%,2.60%,6.60%,7.50%,22.00%,17.60%,25.70%,8.90%,7.00%,"89,075","103,279",,(X),(X),(X)
"Elmore County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Elmore County, Alabama",    Nonfamily households,"8,049",11.40%,7.80%,18.40%,11.60%,18.00%,17.60%,8.00%,4.50%,1.10%,1.60%,"35,766","47,596",,(X),(X),30.20%
"Elmore County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Escambia County, Alabama","Escambia County, Alabama",,,,,,,,,,,,,,,,,
"Escambia County, Alabama",    Households,"12,931",15.30%,7.40%,12.70%,13.90%,15.30%,17.00%,7.70%,6.70%,2.60%,1.40%,"35,558","48,165",,38.80%,(X),(X)
"Escambia County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Escambia County, Alabama",    Families,"7,780",7.80%,4.70%,9.50%,15.00%,15.50%,20.40%,11.40%,9.90%,4.00%,1.80%,"47,336","60,486",,(X),41.40%,(X)
"Escambia County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Escambia County, Alabama",    Married-couple families,"5,574",1.70%,1.90%,7.40%,14.70%,15.20%,24.30%,14.20%,12.80%,5.60%,2.20%,"58,117",N,,(X),(X),(X)
"Escambia County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Escambia County, Alabama",    Nonfamily households,"5,151",26.90%,11.80%,18.00%,13.80%,13.60%,11.50%,2.40%,0.90%,0.60%,0.50%,"21,478","28,222",,(X),(X),34.40%
"Escambia County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Etowah County, Alabama","Etowah County, Alabama",,,,,,,,,,,,,,,,,
"Etowah County, Alabama",    Households,"38,765",8.00%,6.20%,12.90%,12.40%,15.10%,16.80%,11.50%,11.50%,3.40%,2.10%,"44,934","61,229",,41.70%,(X),(X)
"Etowah County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Etowah County, Alabama",    Families,"25,383",4.70%,3.60%,8.70%,10.20%,13.50%,20.10%,15.70%,15.90%,4.60%,2.80%,"59,713","73,317",,(X),42.10%,(X)
"Etowah County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Etowah County, Alabama",    Married-couple families,"18,082",1.30%,1.70%,5.20%,6.50%,13.70%,23.70%,17.70%,20.30%,6.10%,3.80%,"71,992","85,820",,(X),(X),(X)
"Etowah County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Etowah County, Alabama",    Nonfamily households,"13,382",14.80%,11.40%,22.40%,16.80%,16.80%,9.70%,3.80%,2.70%,1.00%,0.40%,"25,728","36,183",,(X),(X),40.20%
"Etowah County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Fayette County, Alabama","Fayette County, Alabama",,,,,,,,,,,,,,,,,
"Fayette County, Alabama",    Households,"6,805",8.80%,9.20%,14.50%,12.00%,11.80%,16.60%,15.50%,7.70%,2.20%,1.60%,"41,469","55,489",,39.00%,(X),(X)
"Fayette County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Fayette County, Alabama",    Families,"4,728",4.60%,6.00%,11.50%,11.00%,11.60%,19.50%,20.20%,10.70%,2.80%,2.20%,"54,654","65,127",,(X),37.90%,(X)
"Fayette County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Fayette County, Alabama",    Married-couple families,"3,747",2.40%,4.20%,8.50%,9.90%,10.10%,21.50%,24.40%,12.80%,3.50%,2.70%,"64,867",N,,(X),(X),(X)
"Fayette County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Fayette County, Alabama",    Nonfamily households,"2,077",18.90%,16.60%,24.20%,14.30%,11.00%,8.20%,4.80%,0.90%,0.80%,0.40%,"20,279","32,347",,(X),(X),40.50%
"Fayette County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Alabama","Franklin County, Alabama",,,,,,,,,,,,,,,,,
"Franklin County, Alabama",    Households,"11,017",8.00%,5.60%,17.00%,10.60%,16.30%,16.20%,14.00%,7.10%,3.90%,1.30%,"41,174","55,229",,34.40%,(X),(X)
"Franklin County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Alabama",    Families,"7,570",6.60%,2.30%,15.00%,10.40%,16.00%,17.40%,15.50%,9.70%,5.40%,1.80%,"49,564","63,645",,(X),36.90%,(X)
"Franklin County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Alabama",    Married-couple families,"5,406",4.30%,0.50%,12.30%,8.50%,14.50%,18.90%,20.10%,11.60%,7.20%,2.00%,"63,209",N,,(X),(X),(X)
"Franklin County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Franklin County, Alabama",    Nonfamily households,"3,447",11.70%,14.00%,22.90%,12.30%,17.40%,12.20%,8.40%,0.40%,0.30%,0.30%,"25,836","33,522",,(X),(X),27.00%
"Franklin County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Geneva County, Alabama","Geneva County, Alabama",,,,,,,,,,,,,,,,,
"Geneva County, Alabama",    Households,"10,572",8.70%,7.90%,15.50%,9.40%,16.50%,15.10%,12.00%,10.90%,2.70%,1.40%,"41,569","54,632",,35.60%,(X),(X)
"Geneva County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Geneva County, Alabama",    Families,"7,214",4.90%,2.70%,14.70%,8.90%,18.20%,16.20%,13.50%,15.00%,3.80%,2.10%,"50,579","64,775",,(X),33.40%,(X)
"Geneva County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Geneva County, Alabama",    Married-couple families,"5,817",2.10%,1.30%,10.90%,7.50%,19.90%,18.00%,15.00%,18.00%,4.80%,2.50%,"57,981",N,,(X),(X),(X)
"Geneva County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Geneva County, Alabama",    Nonfamily households,"3,358",18.00%,20.10%,19.00%,8.50%,12.00%,11.70%,8.80%,1.80%,0.10%,0.00%,"20,568","31,346",,(X),(X),38.10%
"Geneva County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Alabama","Greene County, Alabama",,,,,,,,,,,,,,,,,
"Greene County, Alabama",    Households,"3,178",19.00%,9.70%,17.90%,16.40%,11.70%,11.40%,7.10%,4.00%,1.70%,1.10%,"26,688","38,224",,46.90%,(X),(X)
"Greene County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Alabama",    Families,"1,565",8.00%,8.70%,19.20%,9.70%,14.80%,13.00%,12.70%,8.20%,3.50%,2.20%,"41,372","53,339",,(X),52.70%,(X)
"Greene County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Alabama",    Married-couple families,"1,010",6.10%,1.20%,17.00%,6.70%,16.20%,14.00%,17.30%,12.60%,5.40%,3.40%,"53,125",N,,(X),(X),(X)
"Greene County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Greene County, Alabama",    Nonfamily households,"1,613",30.40%,10.60%,16.70%,22.60%,8.70%,9.30%,1.70%,0.00%,0.00%,0.00%,"17,791","23,252",,(X),(X),40.80%
"Greene County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Hale County, Alabama","Hale County, Alabama",,,,,,,,,,,,,,,,,
"Hale County, Alabama",    Households,"5,490",15.60%,11.70%,14.10%,11.30%,10.60%,13.80%,8.90%,10.60%,2.50%,0.90%,"30,793","50,342",,50.30%,(X),(X)
"Hale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Hale County, Alabama",    Families,"3,336",6.50%,7.20%,11.10%,13.10%,10.30%,19.00%,10.90%,16.40%,4.10%,1.50%,"54,792","66,555",,(X),56.10%,(X)
"Hale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Hale County, Alabama",    Married-couple families,"2,186",2.00%,2.20%,11.80%,5.30%,7.70%,24.10%,15.10%,23.60%,6.20%,2.10%,"73,068",N,,(X),(X),(X)
"Hale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Hale County, Alabama",    Nonfamily households,"2,154",29.70%,18.60%,18.70%,11.40%,10.30%,4.90%,4.80%,1.70%,0.00%,0.00%,"16,173","24,210",,(X),(X),41.40%
"Hale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Henry County, Alabama","Henry County, Alabama",,,,,,,,,,,,,,,,,
"Henry County, Alabama",    Households,"6,556",7.70%,6.20%,13.40%,10.50%,10.80%,19.00%,13.30%,12.60%,3.70%,2.90%,"51,715","64,672",,41.10%,(X),(X)
"Henry County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Henry County, Alabama",    Families,"4,495",5.20%,3.40%,8.80%,8.40%,11.70%,20.30%,15.60%,18.00%,4.50%,4.20%,"62,757","77,620",,(X),41.40%,(X)
"Henry County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Henry County, Alabama",    Married-couple families,"3,541",1.80%,1.30%,6.10%,7.70%,11.20%,21.30%,18.40%,21.20%,5.70%,5.30%,"76,492",N,,(X),(X),(X)
"Henry County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Henry County, Alabama",    Nonfamily households,"2,061",15.20%,12.60%,22.80%,14.50%,9.00%,16.20%,7.90%,1.50%,0.30%,0.00%,"24,456","34,495",,(X),(X),39.90%
"Henry County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Houston County, Alabama","Houston County, Alabama",,,,,,,,,,,,,,,,,
"Houston County, Alabama",    Households,"39,784",7.80%,6.10%,11.80%,10.70%,14.30%,16.80%,11.60%,12.30%,4.50%,4.10%,"49,069","69,728",,45.40%,(X),(X)
"Houston County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Houston County, Alabama",    Families,"26,249",4.50%,3.10%,8.90%,8.50%,14.00%,18.60%,14.20%,16.10%,6.30%,5.60%,"64,557","84,316",,(X),45.20%,(X)
"Houston County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Houston County, Alabama",    Married-couple families,"18,649",1.00%,1.40%,4.70%,6.30%,12.70%,20.10%,17.10%,20.50%,8.60%,7.60%,"79,985","101,223",,(X),(X),(X)
"Houston County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Houston County, Alabama",    Nonfamily households,"13,535",15.20%,12.40%,19.00%,15.10%,14.30%,11.90%,6.20%,3.90%,0.90%,1.10%,"26,801","38,982",,(X),(X),43.60%
"Houston County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Alabama","Jackson County, Alabama",,,,,,,,,,,,,,,,,
"Jackson County, Alabama",    Households,"20,367",8.20%,7.90%,12.30%,13.00%,14.70%,18.80%,9.30%,11.70%,2.00%,2.00%,"42,578","57,723",,35.50%,(X),(X)
"Jackson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Alabama",    Families,"14,371",5.10%,4.80%,7.80%,13.00%,15.90%,20.70%,11.70%,15.70%,2.80%,2.60%,"54,489","67,667",,(X),36.10%,(X)
"Jackson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Alabama",    Married-couple families,"10,958",3.60%,2.40%,6.10%,12.50%,16.30%,21.20%,13.60%,17.30%,3.60%,3.30%,"61,245",N,,(X),(X),(X)
"Jackson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jackson County, Alabama",    Nonfamily households,"5,996",16.70%,15.60%,23.10%,13.40%,11.20%,15.10%,2.40%,2.10%,0.10%,0.30%,"21,744","32,200",,(X),(X),32.00%
"Jackson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Alabama","Jefferson County, Alabama",,,,,,,,,,,,,,,,,
"Jefferson County, Alabama",    Households,"263,801",8.40%,4.90%,9.70%,10.10%,12.70%,17.30%,11.40%,13.50%,5.40%,6.60%,"55,088","81,248",,40.90%,(X),(X)
"Jefferson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Alabama",    Families,"163,328",4.70%,2.60%,6.60%,8.80%,12.10%,17.30%,12.80%,17.80%,7.70%,9.70%,"71,575","100,559",,(X),42.70%,(X)
"Jefferson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Alabama",    Married-couple families,"109,712",1.30%,0.90%,2.70%,5.60%,9.90%,16.70%,15.30%,23.20%,10.70%,13.90%,"95,845","126,342",,(X),(X),(X)
"Jefferson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Jefferson County, Alabama",    Nonfamily households,"100,473",15.10%,9.00%,15.50%,13.00%,13.70%,16.60%,8.20%,5.80%,1.50%,1.70%,"32,339","47,664",,(X),(X),36.70%
"Jefferson County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Alabama","Lamar County, Alabama",,,,,,,,,,,,,,,,,
"Lamar County, Alabama",    Households,"5,631",9.60%,9.80%,12.50%,11.90%,15.30%,15.70%,8.40%,13.80%,2.00%,1.00%,"42,688","53,482",,30.50%,(X),(X)
"Lamar County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Alabama",    Families,"3,617",5.10%,2.00%,7.40%,11.90%,14.60%,22.30%,11.90%,20.70%,3.10%,1.00%,"57,157","67,909",,(X),30.60%,(X)
"Lamar County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Alabama",    Married-couple families,"2,946",1.10%,1.40%,7.20%,10.10%,15.20%,21.20%,13.70%,25.40%,3.50%,1.20%,"64,066",N,,(X),(X),(X)
"Lamar County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lamar County, Alabama",    Nonfamily households,"2,014",17.70%,23.90%,21.70%,11.90%,16.50%,3.80%,2.30%,1.30%,0.00%,0.90%,"17,500","27,453",,(X),(X),30.30%
"Lamar County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama","Lauderdale County, Alabama",,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama",    Households,"38,513",6.90%,4.90%,12.80%,12.20%,14.20%,17.20%,13.10%,12.10%,3.50%,3.00%,"48,428","66,737",,44.40%,(X),(X)
"Lauderdale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama",    Families,"24,314",3.60%,1.80%,6.60%,9.90%,14.10%,19.70%,17.10%,17.70%,5.10%,4.40%,"67,905","84,244",,(X),43.20%,(X)
"Lauderdale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama",    Married-couple families,"18,394",1.40%,1.20%,3.80%,7.90%,13.30%,20.30%,19.60%,21.50%,5.40%,5.50%,"77,084","94,491",,(X),(X),(X)
"Lauderdale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama",    Nonfamily households,"14,199",13.20%,10.60%,23.80%,16.20%,14.30%,12.80%,5.60%,2.30%,0.60%,0.50%,"26,216","35,583",,(X),(X),45.60%
"Lauderdale County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lawrence County, Alabama","Lawrence County, Alabama",,,,,,,,,,,,,,,,,
"Lawrence County, Alabama",    Households,"12,551",6.90%,5.00%,13.20%,11.60%,15.10%,20.50%,9.20%,12.00%,3.80%,2.80%,"47,125","61,591",,37.10%,(X),(X)
"Lawrence County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lawrence County, Alabama",    Families,"8,903",4.60%,3.60%,7.60%,9.70%,15.40%,23.20%,12.00%,16.20%,5.20%,2.60%,"62,734","70,780",,(X),36.90%,(X)
"Lawrence County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lawrence County, Alabama",    Married-couple families,"7,040",1.30%,2.90%,6.30%,8.10%,15.30%,24.50%,13.00%,18.90%,6.50%,3.20%,"67,947",N,,(X),(X),(X)
"Lawrence County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lawrence County, Alabama",    Nonfamily households,"3,648",13.80%,9.10%,27.90%,16.60%,13.20%,12.20%,2.20%,1.50%,0.20%,3.20%,"24,449","36,931",,(X),(X),37.60%
"Lawrence County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lee County, Alabama","Lee County, Alabama",,,,,,,,,,,,,,,,,
"Lee County, Alabama",    Households,"60,731",12.60%,4.70%,10.20%,9.50%,11.10%,16.00%,11.30%,14.20%,5.50%,4.90%,"52,930","74,869",,37.60%,(X),(X)
"Lee County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lee County, Alabama",    Families,"37,681",5.10%,2.20%,7.10%,7.40%,11.20%,16.90%,14.60%,20.20%,7.90%,7.40%,"75,091","95,930",,(X),37.10%,(X)
"Lee County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lee County, Alabama",    Married-couple families,"28,110",2.10%,0.80%,4.00%,5.40%,9.20%,17.80%,15.70%,25.20%,10.40%,9.40%,"91,661","111,909",,(X),(X),(X)
"Lee County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lee County, Alabama",    Nonfamily households,"23,050",25.10%,9.30%,15.80%,13.20%,10.60%,14.00%,5.40%,4.40%,1.40%,0.80%,"24,868","39,138",,(X),(X),36.40%
"Lee County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Limestone County, Alabama","Limestone County, Alabama",,,,,,,,,,,,,,,,,
"Limestone County, Alabama",    Households,"32,725",6.10%,3.70%,9.40%,8.60%,12.40%,16.50%,16.10%,15.80%,6.50%,5.00%,"64,270","79,507",,30.90%,(X),(X)
"Limestone County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Limestone County, Alabama",    Families,"22,926",3.10%,2.70%,6.00%,6.60%,11.20%,18.10%,18.50%,19.30%,8.70%,5.90%,"77,970","92,227",,(X),31.30%,(X)
"Limestone County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Limestone County, Alabama",    Married-couple families,"18,194",1.00%,1.50%,3.30%,5.60%,9.40%,18.30%,20.20%,23.00%,10.70%,7.00%,"86,641",N,,(X),(X),(X)
"Limestone County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Limestone County, Alabama",    Nonfamily households,"9,799",13.50%,6.80%,18.10%,12.70%,15.20%,12.80%,10.80%,5.90%,1.20%,2.90%,"34,316","47,196",,(X),(X),28.90%
"Limestone County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lowndes County, Alabama","Lowndes County, Alabama",,,,,,,,,,,,,,,,,
"Lowndes County, Alabama",    Households,"4,213",10.80%,11.90%,19.20%,8.80%,15.50%,14.20%,7.00%,8.90%,1.80%,1.80%,"33,634","49,686",,38.10%,(X),(X)
"Lowndes County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lowndes County, Alabama",    Families,"2,763",10.30%,5.20%,17.90%,10.20%,13.90%,16.40%,8.60%,12.40%,2.80%,2.40%,"42,832","57,427",,(X),42.70%,(X)
"Lowndes County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lowndes County, Alabama",    Married-couple families,"1,332",4.10%,0.80%,5.80%,8.60%,12.80%,26.60%,13.80%,17.30%,5.70%,4.40%,"69,730",N,,(X),(X),(X)
"Lowndes County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Lowndes County, Alabama",    Nonfamily households,"1,450",15.30%,26.60%,22.50%,5.80%,15.00%,10.80%,1.90%,1.40%,0.00%,0.80%,"18,947","31,258",,(X),(X),26.10%
"Lowndes County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Macon County, Alabama","Macon County, Alabama",,,,,,,,,,,,,,,,,
"Macon County, Alabama",    Households,"7,592",14.40%,6.50%,14.80%,13.80%,14.30%,14.70%,8.60%,7.60%,2.80%,2.50%,"35,450","53,763",,60.70%,(X),(X)
"Macon County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Macon County, Alabama",    Families,"4,447",10.40%,2.60%,11.60%,11.70%,13.90%,16.40%,12.30%,13.10%,4.00%,4.10%,"49,893","69,037",,(X),60.20%,(X)
"Macon County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Macon County, Alabama",    Married-couple families,"2,652",4.30%,1.10%,6.20%,10.50%,14.50%,16.30%,14.80%,20.10%,5.90%,6.30%,"70,056",N,,(X),(X),(X)
"Macon County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Macon County, Alabama",    Nonfamily households,"3,145",20.40%,12.60%,20.00%,17.00%,14.30%,12.50%,2.10%,0.50%,0.10%,0.30%,"23,002","30,334",,(X),(X),61.30%
"Macon County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Madison County, Alabama","Madison County, Alabama",,,,,,,,,,,,,,,,,
"Madison County, Alabama",    Households,"151,628",5.10%,4.50%,8.50%,8.90%,11.70%,15.70%,12.00%,16.40%,9.20%,8.00%,"66,887","90,951",,28.70%,(X),(X)
"Madison County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Madison County, Alabama",    Families,"96,331",3.10%,2.20%,6.10%,6.90%,9.20%,15.10%,13.30%,19.90%,12.90%,11.40%,"87,723","109,609",,(X),29.90%,(X)
"Madison County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Madison County, Alabama",    Married-couple families,"71,953",0.90%,0.90%,2.70%,4.00%,6.50%,15.10%,14.60%,24.00%,16.40%,14.90%,"110,170","129,945",,(X),(X),(X)
"Madison County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Madison County, Alabama",    Nonfamily households,"55,297",9.50%,8.80%,13.30%,12.50%,15.90%,16.30%,9.50%,9.70%,2.40%,2.10%,"40,706","56,550",,(X),(X),25.90%
"Madison County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Marengo County, Alabama","Marengo County, Alabama",,,,,,,,,,,,,,,,,
"Marengo County, Alabama",    Households,"7,499",14.50%,9.80%,15.20%,12.80%,8.30%,13.30%,9.70%,10.00%,3.60%,2.60%,"33,029","57,849",,35.80%,(X),(X)
"Marengo County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Marengo County, Alabama",    Families,"3,842",6.20%,3.00%,10.40%,7.20%,11.20%,22.30%,10.90%,17.00%,7.10%,4.50%,"61,919","85,669",,(X),38.40%,(X)
"Marengo County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Marengo County, Alabama",    Married-couple families,"2,546",0.50%,1.50%,3.80%,8.50%,9.30%,25.60%,14.10%,21.20%,10.40%,4.90%,"75,489",N,,(X),(X),(X)
"Marengo County, Alabama",        Estimate,,,,,,,,,,,,,,,,,
"Marengo County, Alabama",    Nonfamily households,"3,657",23.30%,17.10%,20.30%,19.10%,7.10%,3.70%,6.70%,2.50%,0.00%,0.40%,"18,674","27,275",,(X),(X),32.90%
