County_Name,Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,PERCENT ALLOCATED,Industry
        Estimate,12.50%,30.10%,69.60%,11.30%,10.60%,2.20%,15.30%,35.60%,8.50%,3.10%,0.70%,0.00%,20.40%,0.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,21.60%,12.70%,20.00%,63.90%,35.60%,13.70%,61.70%,0.00%,0.00%,9.60%,0.30%,4.60%,22.90%,3.70%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Cullman County, Alabama","35,401",780,"3,702","5,719",834,"4,816","2,012",208,"1,456","2,949","7,542","2,258","1,714","1,411",,11.20%
    Total,,,,,,,,,,,,,,,,
        Estimate,27.50%,25.30%,16.70%,17.60%,15.30%,7.50%,8.20%,42.30%,39.60%,31.20%,58.70%,13.70%,30.50%,30.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.00%,6.00%,0.40%,1.20%,0.00%,4.80%,0.00%,0.00%,1.50%,31.50%,27.60%,70.00%,19.00%,26.90%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.20%,0.80%,4.20%,7.70%,53.50%,67.00%,21.60%,32.70%,56.70%,20.00%,9.20%,14.20%,13.00%,30.70%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,14.40%,64.10%,71.80%,9.00%,12.40%,5.10%,15.20%,16.80%,0.30%,5.20%,1.00%,0.40%,23.20%,7.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,19.80%,3.80%,6.90%,64.50%,18.80%,15.70%,55.10%,8.20%,1.90%,12.20%,3.50%,1.60%,14.20%,4.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Dale County, Alabama","17,282",405,"1,182","2,001",345,"2,518","1,679",68,548,"1,146","3,562","1,691",805,"1,332",,11.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,29.60%,51.60%,28.30%,16.00%,7.80%,7.60%,17.70%,61.80%,35.80%,27.60%,62.10%,17.80%,8.30%,45.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,0.20%,0.00%,4.10%,0.00%,5.20%,1.30%,0.00%,13.30%,39.00%,17.30%,57.20%,25.00%,19.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.30%,0.00%,2.10%,7.90%,40.30%,61.40%,14.90%,22.10%,50.40%,15.70%,11.50%,18.70%,17.60%,17.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.10%,44.90%,61.00%,15.20%,17.10%,2.50%,33.60%,16.20%,0.20%,9.90%,4.70%,0.50%,40.60%,6.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,17.80%,3.20%,8.60%,56.70%,34.80%,23.30%,32.50%,0.00%,0.40%,7.80%,4.50%,5.70%,8.40%,12.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Dallas County, Alabama","13,944",258,791,"3,848",172,"1,405",727,177,660,"1,157","2,820",636,660,633,,13.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,26.40%,61.20%,7.00%,6.90%,0.00%,7.70%,17.20%,7.90%,55.80%,23.20%,63.70%,20.80%,21.20%,39.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.00%,0.00%,0.00%,2.20%,0.00%,6.10%,4.50%,2.30%,8.60%,13.30%,25.40%,51.10%,31.20%,23.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.40%,0.00%,11.80%,5.60%,55.20%,67.70%,20.40%,63.80%,35.60%,51.30%,7.60%,28.10%,8.60%,36.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.10%,38.80%,74.50%,7.60%,0.00%,2.80%,9.40%,21.50%,0.00%,2.70%,0.40%,0.00%,15.50%,0.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,29.00%,0.00%,6.80%,77.70%,44.80%,15.70%,48.60%,4.50%,0.00%,9.60%,2.90%,0.00%,23.50%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"DeKalb County, Alabama","30,188",851,"2,175","8,261",684,"3,260","1,926",616,"1,288","1,473","5,573","1,476","1,580","1,025",,10.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.70%,55.20%,21.60%,10.00%,16.40%,5.90%,8.90%,74.40%,41.20%,39.60%,57.90%,13.10%,12.40%,33.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.40%,10.50%,2.00%,3.90%,0.00%,6.60%,6.00%,4.70%,1.40%,28.90%,33.10%,58.90%,38.70%,35.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.30%,4.80%,2.20%,9.20%,46.10%,54.50%,17.00%,6.80%,56.80%,8.60%,6.60%,22.60%,9.10%,19.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.70%,27.80%,70.70%,9.00%,0.00%,8.40%,16.80%,14.10%,0.60%,1.40%,0.30%,1.20%,32.00%,6.70%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,27.90%,1.60%,3.60%,67.90%,37.60%,24.60%,51.30%,0.00%,0.00%,21.50%,2.10%,4.30%,7.80%,4.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Elmore County, Alabama","34,936",349,"2,123","3,377",934,"4,614","1,895",386,"1,867","2,850","8,015","2,920","1,667","3,939",,10.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,37.50%,53.00%,26.50%,19.50%,14.90%,9.40%,12.90%,67.60%,41.80%,51.60%,66.70%,17.80%,29.20%,51.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.40%,0.00%,0.20%,1.90%,0.00%,2.30%,0.00%,0.00%,0.00%,18.70%,16.50%,59.80%,32.30%,18.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.20%,9.50%,4.90%,11.40%,50.30%,55.00%,23.70%,16.60%,51.00%,20.60%,12.20%,20.20%,20.70%,24.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.20%,37.50%,67.90%,9.70%,16.90%,4.20%,12.30%,15.80%,4.20%,1.90%,1.00%,0.90%,16.40%,3.60%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,14.60%,0.00%,0.50%,57.40%,17.90%,29.20%,51.00%,0.00%,2.90%,7.10%,3.60%,1.30%,1.50%,2.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Escambia County, Alabama","12,543",345,809,"1,925",239,"1,803",569,95,301,701,"2,449","1,397",857,"1,053",,13.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.00%,59.70%,6.40%,7.80%,13.40%,7.30%,4.20%,47.40%,22.90%,33.20%,55.80%,22.80%,28.70%,25.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,25.00%,0.00%,1.40%,6.20%,0.00%,11.60%,9.30%,0.00%,2.00%,32.10%,27.80%,67.30%,32.60%,57.80%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.00%,9.90%,2.00%,10.50%,27.60%,62.90%,22.00%,3.20%,70.80%,19.70%,13.60%,9.10%,10.50%,14.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.30%,26.70%,84.20%,4.20%,8.40%,4.90%,12.50%,49.50%,0.00%,4.00%,2.00%,0.80%,13.80%,0.10%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.80%,3.80%,6.10%,71.20%,50.60%,13.40%,52.00%,0.00%,4.30%,11.00%,0.80%,0.00%,14.50%,3.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Etowah County, Alabama","43,002",228,"2,970","7,502",938,"5,492","1,996",576,"1,303","2,420","10,338","4,350","2,760","2,129",,12.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.10%,40.40%,13.20%,13.60%,19.70%,8.80%,3.20%,59.70%,49.00%,37.90%,58.90%,19.50%,17.70%,25.90%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,19.70%,6.60%,0.10%,1.50%,0.00%,2.80%,0.80%,11.30%,4.70%,21.90%,28.20%,68.70%,31.40%,34.60%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.00%,6.60%,7.30%,9.50%,42.90%,64.60%,25.80%,17.90%,42.10%,22.10%,11.40%,10.30%,14.30%,19.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.70%,31.10%,75.20%,5.60%,8.60%,7.40%,7.70%,11.10%,2.50%,7.80%,0.50%,0.30%,25.50%,9.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,20.40%,15.40%,4.20%,69.80%,28.80%,16.40%,62.60%,0.00%,1.60%,10.30%,1.10%,1.20%,11.10%,10.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Fayette County, Alabama","6,423",105,273,"1,682",167,"1,015",403,129,213,258,"1,479",254,298,147,,11.30%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.10%,23.80%,26.70%,9.00%,13.80%,18.40%,5.20%,25.60%,38.00%,34.90%,57.10%,3.50%,7.70%,36.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.30%,0.00%,0.00%,3.30%,7.80%,0.90%,0.00%,0.00%,0.00%,43.40%,25.50%,75.60%,14.40%,34.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.10%,9.50%,4.40%,1.90%,44.30%,57.40%,11.70%,25.60%,50.20%,9.70%,11.50%,20.90%,13.40%,29.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,9.40%,41.90%,54.20%,7.00%,15.60%,4.50%,8.20%,48.80%,8.00%,1.90%,1.20%,0.00%,29.20%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,33.00%,24.80%,14.70%,78.80%,18.60%,18.70%,74.90%,0.00%,3.80%,10.10%,4.70%,0.00%,35.20%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Franklin County, Alabama","13,019",268,"1,168","4,007",416,"1,175",608,191,407,741,"2,325",688,594,431,,12.90%
    Total,,,,,,,,,,,,,,,,
        Estimate,25.10%,26.50%,14.50%,8.40%,7.00%,30.40%,28.50%,9.90%,33.70%,27.90%,65.50%,13.80%,13.30%,16.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,14.10%,2.60%,0.00%,5.10%,0.00%,2.00%,0.00%,0.00%,0.20%,39.90%,21.80%,45.90%,45.50%,50.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.70%,0.00%,0.70%,5.00%,66.60%,52.90%,16.90%,46.10%,59.20%,10.30%,7.20%,40.30%,24.90%,22.00%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.60%,52.60%,84.20%,5.30%,1.00%,2.20%,14.60%,9.40%,1.70%,9.40%,0.50%,0.00%,13.30%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,30.50%,18.30%,0.60%,76.20%,25.50%,12.50%,40.00%,34.60%,5.20%,12.40%,4.90%,0.00%,3.00%,11.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Geneva County, Alabama","10,676",413,926,"1,686",494,"1,171",924,89,342,621,"2,333",710,447,520,,12.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,28.90%,30.80%,17.90%,13.20%,5.30%,16.80%,9.10%,74.20%,62.60%,24.80%,56.80%,37.60%,34.70%,16.50%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,15.70%,0.00%,0.00%,4.60%,0.00%,1.60%,0.00%,0.00%,3.80%,38.50%,25.70%,54.50%,36.70%,34.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,19.60%,5.60%,8.60%,8.70%,49.00%,51.00%,26.10%,5.60%,32.50%,25.80%,13.70%,2.40%,7.80%,21.50%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,15.40%,56.90%,70.20%,11.30%,5.90%,8.50%,25.10%,20.20%,1.20%,1.90%,0.80%,4.20%,19.90%,6.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,20.40%,6.80%,3.20%,62.10%,39.90%,22.10%,39.70%,0.00%,0.00%,9.00%,3.10%,1.30%,0.90%,21.30%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Greene County, Alabama","2,401",59,114,640,3,176,59,16,176,126,508,151,15,358,,12.10%
    Total,,,,,,,,,,,,,,,,
        Estimate,19.20%,49.20%,0.00%,8.10%,0.00%,13.10%,54.20%,81.30%,12.50%,26.20%,31.30%,35.80%,0.00%,12.60%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,23.00%,0.00%,6.10%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,23.00%,60.40%,34.40%,0.00%,42.50%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,14.50%,0.00%,0.00%,5.30%,0.00%,44.30%,0.00%,18.80%,75.60%,12.70%,4.10%,1.30%,0.00%,16.80%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,13.20%,11.90%,93.90%,0.30%,0.00%,2.30%,18.60%,0.00%,11.90%,4.80%,0.00%,28.50%,100.00%,28.20%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,30.10%,39.00%,0.00%,85.50%,100.00%,40.30%,27.10%,0.00%,0.00%,33.30%,4.10%,0.00%,0.00%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Hale County, Alabama","5,262",212,266,869,64,734,181,3,105,357,"1,493",501,289,188,,23.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,36.20%,23.60%,4.50%,29.60%,17.20%,5.60%,16.00%,0.00%,46.70%,33.60%,70.10%,9.40%,64.00%,31.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.00%,0.00%,0.80%,1.40%,0.00%,4.80%,0.00%,0.00%,0.00%,32.50%,18.10%,57.90%,18.70%,61.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,22.10%,3.80%,6.40%,12.10%,28.10%,70.60%,3.90%,100.00%,53.30%,23.50%,9.80%,32.70%,7.60%,7.40%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.10%,54.70%,80.10%,3.10%,20.30%,0.00%,8.30%,0.00%,0.00%,3.40%,2.10%,0.00%,0.00%,0.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,16.60%,17.90%,8.30%,53.90%,34.40%,19.10%,71.80%,0.00%,0.00%,7.00%,0.00%,0.00%,9.70%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Henry County, Alabama","6,953",324,247,"1,003",291,864,543,81,287,621,"1,583",397,544,168,,10.40%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.10%,11.40%,35.20%,18.00%,16.80%,14.50%,17.90%,67.90%,10.80%,46.70%,62.50%,24.90%,26.10%,30.40%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,17.40%,0.00%,0.00%,8.90%,0.00%,1.00%,0.00%,0.00%,2.80%,32.50%,23.10%,71.30%,32.40%,48.20%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,21.10%,0.00%,2.40%,12.70%,40.90%,60.90%,17.30%,32.10%,81.90%,10.50%,10.70%,3.80%,9.20%,19.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,10.70%,50.60%,58.70%,8.50%,8.90%,0.60%,22.10%,0.00%,4.50%,0.80%,0.80%,0.00%,30.50%,1.80%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,18.60%,38.00%,3.60%,51.90%,33.30%,23.00%,42.70%,0.00%,0.00%,9.50%,2.90%,0.00%,1.80%,0.00%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Houston County, Alabama","44,583",564,"2,630","4,017","1,604","6,264","3,821",549,"1,655","3,444","10,925","4,211","2,610","2,289",,10.70%
    Total,,,,,,,,,,,,,,,,
        Estimate,32.90%,54.40%,18.10%,18.00%,15.90%,8.20%,25.40%,37.20%,38.70%,47.80%,64.30%,13.70%,23.30%,31.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.50%,0.00%,2.10%,3.10%,1.20%,5.30%,3.20%,2.90%,2.90%,23.40%,21.60%,63.00%,33.80%,37.30%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,24.00%,8.50%,8.00%,12.10%,44.20%,65.00%,15.20%,37.30%,53.70%,17.30%,10.50%,18.40%,19.80%,20.10%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,8.90%,32.40%,68.30%,7.80%,5.00%,3.70%,14.70%,19.70%,2.50%,3.30%,0.70%,0.20%,13.40%,5.00%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,15.70%,4.60%,3.50%,58.90%,33.60%,17.90%,41.50%,2.90%,2.20%,8.30%,2.90%,4.80%,9.80%,6.50%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Jackson County, Alabama","19,746",270,"1,434","5,615",344,"1,836",923,141,601,"1,495","4,176","1,327",873,711,,9.60%
    Total,,,,,,,,,,,,,,,,
        Estimate,33.20%,66.30%,8.50%,18.00%,1.50%,11.80%,10.40%,9.20%,45.40%,60.60%,73.60%,18.20%,10.40%,45.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,13.30%,0.00%,2.60%,2.60%,0.00%,3.70%,2.10%,0.00%,1.50%,19.50%,15.40%,66.80%,33.40%,34.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,16.20%,1.10%,5.30%,6.40%,65.10%,60.60%,20.50%,76.60%,49.40%,9.50%,8.00%,10.00%,10.80%,16.60%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,11.30%,30.70%,68.00%,9.20%,4.40%,4.70%,17.20%,10.60%,3.70%,2.50%,0.30%,0.60%,33.20%,1.40%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,26.00%,1.90%,15.60%,63.70%,29.10%,19.10%,49.80%,3.50%,0.00%,8.00%,2.70%,4.40%,12.10%,2.80%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Jefferson County, Alabama","302,092","1,806","15,918","27,259","8,229","32,835","17,172","6,518","26,394","32,054","77,629","27,202","16,071","13,005",,13.80%
    Total,,,,,,,,,,,,,,,,
        Estimate,40.30%,23.70%,22.10%,23.40%,20.80%,11.90%,19.70%,53.00%,54.60%,53.70%,67.70%,16.80%,32.40%,39.10%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,16.20%,1.50%,0.50%,1.00%,2.10%,2.90%,1.90%,3.10%,2.40%,19.10%,17.60%,63.90%,32.90%,30.00%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,23.00%,3.50%,5.20%,11.60%,47.40%,61.10%,27.80%,24.90%,38.50%,17.50%,11.90%,16.30%,13.90%,26.30%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,7.20%,58.60%,68.00%,5.80%,3.80%,2.90%,6.30%,18.50%,2.50%,3.00%,1.10%,0.60%,10.20%,2.50%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,13.30%,12.60%,4.10%,58.20%,26.00%,21.20%,44.30%,0.60%,2.00%,6.60%,1.70%,2.30%,10.60%,2.10%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Lamar County, Alabama","5,269",164,245,"1,485",211,383,151,50,327,319,991,104,430,409,,10.50%
    Total,,,,,,,,,,,,,,,,
        Estimate,29.50%,7.90%,27.30%,11.40%,29.40%,12.30%,6.00%,58.00%,56.90%,27.60%,69.60%,14.40%,22.60%,20.00%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,11.60%,0.00%,0.00%,0.70%,0.00%,3.70%,0.00%,0.00%,0.00%,21.60%,19.30%,42.30%,38.40%,28.10%,,(X)
    Service occupations,,,,,,,,,,,,,,,,
        Estimate,17.90%,16.50%,6.90%,6.20%,13.30%,56.40%,34.40%,14.00%,35.20%,16.30%,11.10%,33.70%,9.50%,36.90%,,(X)
    Sales and office occupations,,,,,,,,,,,,,,,,
        Estimate,12.00%,42.70%,62.40%,6.40%,51.20%,2.90%,12.60%,28.00%,7.00%,0.00%,0.00%,7.70%,20.70%,10.30%,,(X)
"    Natural resources, construction, and maintenance occupations",,,,,,,,,,,,,,,,
        Estimate,29.00%,32.90%,3.30%,75.20%,6.20%,24.80%,47.00%,0.00%,0.90%,34.50%,0.00%,1.90%,8.80%,4.60%,,(X)
"    Production, transportation, and material moving occupations",,,,,,,,,,,,,,,,
        Estimate,,,,,,,,,,,,,,,,
"Lauderdale County, Alabama","41,204",335,"2,881","5,668",994,"6,049","2,516",606,"1,690","3,169","9,223","4,013","1,905","2,155",,12.00%
    Total,,,,,,,,,,,,,,,,
        Estimate,30.50%,58.20%,27.10%,15.60%,15.60%,12.00%,10.60%,46.00%,26.30%,42.00%,64.50%,17.10%,16.90%,25.70%,,(X)
"    Management, business, science, and arts occupations",,,,,,,,,,,,,,,,
        Estimate,18.90%,0.00%,1.10%,1.40%,0.00%,2.50%,5.90%,3.50%,4.10%,26.30%,17.80%,65.40%,50.00%,57.50%,,(X)
