County Name,Label _Grouping,Total,"Total Less than $10,000","Total $10,000 to $14,999","Total 15,000 to $24,999","Total $25,000 to $34,999","Total $35,000 to $49,999","Total $50,000 to $74,999","Total $75,000 to $99,999","Total $100,000 to $149,999","Total $150,000 to $199,999","Total $200,000 or more",Median income (dollars),Mean income (dollars),PERCENT ALLOCATED,PERCENT ALLOCATED Household income in the past 12 months,PERCENT ALLOCATED Family income in the past 12 months,PERCENT ALLOCATED Nonfamily income in the past 12 months
"Jackson County, Alabama",    Nonfamily households,"5,996",16.70%,15.60%,23.10%,13.40%,11.20%,15.10%,2.40%,2.10%,0.10%,0.30%,"21,744","32,200",,(X),(X),32.00%
"Jefferson County, Alabama",    Households,"263,801",8.40%,4.90%,9.70%,10.10%,12.70%,17.30%,11.40%,13.50%,5.40%,6.60%,"55,088","81,248",,40.90%,(X),(X)
"Jefferson County, Alabama",    Families,"163,328",4.70%,2.60%,6.60%,8.80%,12.10%,17.30%,12.80%,17.80%,7.70%,9.70%,"71,575","100,559",,(X),42.70%,(X)
"Jefferson County, Alabama",    Married-couple families,"109,712",1.30%,0.90%,2.70%,5.60%,9.90%,16.70%,15.30%,23.20%,10.70%,13.90%,"95,845","126,342",,(X),(X),(X)
"Jefferson County, Alabama",    Nonfamily households,"100,473",15.10%,9.00%,15.50%,13.00%,13.70%,16.60%,8.20%,5.80%,1.50%,1.70%,"32,339","47,664",,(X),(X),36.70%
"Lamar County, Alabama",    Households,"5,631",9.60%,9.80%,12.50%,11.90%,15.30%,15.70%,8.40%,13.80%,2.00%,1.00%,"42,688","53,482",,30.50%,(X),(X)
"Lamar County, Alabama",    Families,"3,617",5.10%,2.00%,7.40%,11.90%,14.60%,22.30%,11.90%,20.70%,3.10%,1.00%,"57,157","67,909",,(X),30.60%,(X)
"Lamar County, Alabama",    Married-couple families,"2,946",1.10%,1.40%,7.20%,10.10%,15.20%,21.20%,13.70%,25.40%,3.50%,1.20%,"64,066",N,,(X),(X),(X)
"Lamar County, Alabama",    Nonfamily households,"2,014",17.70%,23.90%,21.70%,11.90%,16.50%,3.80%,2.30%,1.30%,0.00%,0.90%,"17,500","27,453",,(X),(X),30.30%
"Lauderdale County, Alabama",    Households,"38,513",6.90%,4.90%,12.80%,12.20%,14.20%,17.20%,13.10%,12.10%,3.50%,3.00%,"48,428","66,737",,44.40%,(X),(X)
"Lauderdale County, Alabama",    Families,"24,314",3.60%,1.80%,6.60%,9.90%,14.10%,19.70%,17.10%,17.70%,5.10%,4.40%,"67,905","84,244",,(X),43.20%,(X)
"Lauderdale County, Alabama",    Married-couple families,"18,394",1.40%,1.20%,3.80%,7.90%,13.30%,20.30%,19.60%,21.50%,5.40%,5.50%,"77,084","94,491",,(X),(X),(X)
"Lauderdale County, Alabama",    Nonfamily households,"14,199",13.20%,10.60%,23.80%,16.20%,14.30%,12.80%,5.60%,2.30%,0.60%,0.50%,"26,216","35,583",,(X),(X),45.60%
"Lawrence County, Alabama",    Households,"12,551",6.90%,5.00%,13.20%,11.60%,15.10%,20.50%,9.20%,12.00%,3.80%,2.80%,"47,125","61,591",,37.10%,(X),(X)
"Lawrence County, Alabama",    Families,"8,903",4.60%,3.60%,7.60%,9.70%,15.40%,23.20%,12.00%,16.20%,5.20%,2.60%,"62,734","70,780",,(X),36.90%,(X)
"Lawrence County, Alabama",    Married-couple families,"7,040",1.30%,2.90%,6.30%,8.10%,15.30%,24.50%,13.00%,18.90%,6.50%,3.20%,"67,947",N,,(X),(X),(X)
"Lawrence County, Alabama",    Nonfamily households,"3,648",13.80%,9.10%,27.90%,16.60%,13.20%,12.20%,2.20%,1.50%,0.20%,3.20%,"24,449","36,931",,(X),(X),37.60%
"Lee County, Alabama",    Households,"60,731",12.60%,4.70%,10.20%,9.50%,11.10%,16.00%,11.30%,14.20%,5.50%,4.90%,"52,930","74,869",,37.60%,(X),(X)
"Lee County, Alabama",    Families,"37,681",5.10%,2.20%,7.10%,7.40%,11.20%,16.90%,14.60%,20.20%,7.90%,7.40%,"75,091","95,930",,(X),37.10%,(X)
"Lee County, Alabama",    Married-couple families,"28,110",2.10%,0.80%,4.00%,5.40%,9.20%,17.80%,15.70%,25.20%,10.40%,9.40%,"91,661","111,909",,(X),(X),(X)
"Lee County, Alabama",    Nonfamily households,"23,050",25.10%,9.30%,15.80%,13.20%,10.60%,14.00%,5.40%,4.40%,1.40%,0.80%,"24,868","39,138",,(X),(X),36.40%
"Limestone County, Alabama",    Households,"32,725",6.10%,3.70%,9.40%,8.60%,12.40%,16.50%,16.10%,15.80%,6.50%,5.00%,"64,270","79,507",,30.90%,(X),(X)
"Limestone County, Alabama",    Families,"22,926",3.10%,2.70%,6.00%,6.60%,11.20%,18.10%,18.50%,19.30%,8.70%,5.90%,"77,970","92,227",,(X),31.30%,(X)
"Limestone County, Alabama",    Married-couple families,"18,194",1.00%,1.50%,3.30%,5.60%,9.40%,18.30%,20.20%,23.00%,10.70%,7.00%,"86,641",N,,(X),(X),(X)
"Limestone County, Alabama",    Nonfamily households,"9,799",13.50%,6.80%,18.10%,12.70%,15.20%,12.80%,10.80%,5.90%,1.20%,2.90%,"34,316","47,196",,(X),(X),28.90%
"Lowndes County, Alabama",    Households,"4,213",10.80%,11.90%,19.20%,8.80%,15.50%,14.20%,7.00%,8.90%,1.80%,1.80%,"33,634","49,686",,38.10%,(X),(X)
"Lowndes County, Alabama",    Families,"2,763",10.30%,5.20%,17.90%,10.20%,13.90%,16.40%,8.60%,12.40%,2.80%,2.40%,"42,832","57,427",,(X),42.70%,(X)
"Lowndes County, Alabama",    Married-couple families,"1,332",4.10%,0.80%,5.80%,8.60%,12.80%,26.60%,13.80%,17.30%,5.70%,4.40%,"69,730",N,,(X),(X),(X)
"Lowndes County, Alabama",    Nonfamily households,"1,450",15.30%,26.60%,22.50%,5.80%,15.00%,10.80%,1.90%,1.40%,0.00%,0.80%,"18,947","31,258",,(X),(X),26.10%
"Macon County, Alabama",    Households,"7,592",14.40%,6.50%,14.80%,13.80%,14.30%,14.70%,8.60%,7.60%,2.80%,2.50%,"35,450","53,763",,60.70%,(X),(X)
"Macon County, Alabama",    Families,"4,447",10.40%,2.60%,11.60%,11.70%,13.90%,16.40%,12.30%,13.10%,4.00%,4.10%,"49,893","69,037",,(X),60.20%,(X)
"Macon County, Alabama",    Married-couple families,"2,652",4.30%,1.10%,6.20%,10.50%,14.50%,16.30%,14.80%,20.10%,5.90%,6.30%,"70,056",N,,(X),(X),(X)
"Macon County, Alabama",    Nonfamily households,"3,145",20.40%,12.60%,20.00%,17.00%,14.30%,12.50%,2.10%,0.50%,0.10%,0.30%,"23,002","30,334",,(X),(X),61.30%
"Madison County, Alabama",    Households,"151,628",5.10%,4.50%,8.50%,8.90%,11.70%,15.70%,12.00%,16.40%,9.20%,8.00%,"66,887","90,951",,28.70%,(X),(X)
"Madison County, Alabama",    Families,"96,331",3.10%,2.20%,6.10%,6.90%,9.20%,15.10%,13.30%,19.90%,12.90%,11.40%,"87,723","109,609",,(X),29.90%,(X)
"Madison County, Alabama",    Married-couple families,"71,953",0.90%,0.90%,2.70%,4.00%,6.50%,15.10%,14.60%,24.00%,16.40%,14.90%,"110,170","129,945",,(X),(X),(X)
"Madison County, Alabama",    Nonfamily households,"55,297",9.50%,8.80%,13.30%,12.50%,15.90%,16.30%,9.50%,9.70%,2.40%,2.10%,"40,706","56,550",,(X),(X),25.90%
"Marengo County, Alabama",    Households,"7,499",14.50%,9.80%,15.20%,12.80%,8.30%,13.30%,9.70%,10.00%,3.60%,2.60%,"33,029","57,849",,35.80%,(X),(X)
"Marengo County, Alabama",    Families,"3,842",6.20%,3.00%,10.40%,7.20%,11.20%,22.30%,10.90%,17.00%,7.10%,4.50%,"61,919","85,669",,(X),38.40%,(X)
"Marengo County, Alabama",    Married-couple families,"2,546",0.50%,1.50%,3.80%,8.50%,9.30%,25.60%,14.10%,21.20%,10.40%,4.90%,"75,489",N,,(X),(X),(X)
"Marengo County, Alabama",    Nonfamily households,"3,657",23.30%,17.10%,20.30%,19.10%,7.10%,3.70%,6.70%,2.50%,0.00%,0.40%,"18,674","27,275",,(X),(X),32.90%
"Marion County, Alabama",    Households,"11,780",8.30%,10.30%,15.60%,10.80%,15.00%,18.00%,10.10%,7.70%,1.50%,2.70%,"40,978","53,854",,30.50%,(X),(X)
"Marion County, Alabama",    Families,"7,551",5.00%,2.50%,9.50%,10.50%,19.20%,23.70%,14.10%,11.50%,1.90%,2.30%,"53,530","65,186",,(X),29.50%,(X)
"Marion County, Alabama",    Married-couple families,"5,846",1.70%,1.90%,8.30%,11.30%,17.60%,24.90%,15.90%,13.60%,1.90%,2.90%,"59,732",N,,(X),(X),(X)
"Marion County, Alabama",    Nonfamily households,"4,229",16.00%,23.60%,28.00%,9.10%,7.60%,7.20%,3.10%,1.10%,0.80%,3.50%,"17,736","32,453",,(X),(X),31.50%
"Marshall County, Alabama",    Households,"35,115",6.70%,6.40%,11.10%,9.50%,16.00%,18.90%,11.80%,12.10%,3.30%,4.10%,"50,216","68,303",,41.10%,(X),(X)
"Marshall County, Alabama",    Families,"24,498",4.70%,3.70%,7.20%,9.40%,14.40%,20.80%,14.90%,15.00%,4.60%,5.30%,"61,200","80,299",,(X),39.40%,(X)
"Marshall County, Alabama",    Married-couple families,"18,854",1.30%,2.10%,5.40%,8.50%,14.80%,21.40%,17.00%,17.60%,5.60%,6.30%,"71,061","90,396",,(X),(X),(X)
"Marshall County, Alabama",    Nonfamily households,"10,617",13.30%,13.30%,20.50%,10.50%,18.90%,13.30%,4.80%,3.80%,0.30%,1.30%,"27,274","38,146",,(X),(X),43.00%
"Mobile County, Alabama",    Households,"157,557",8.90%,5.30%,11.90%,10.50%,13.80%,18.30%,11.30%,12.20%,4.40%,3.40%,"49,625","67,142",,37.90%,(X),(X)
"Mobile County, Alabama",    Families,"102,767",5.10%,3.00%,8.60%,9.60%,13.70%,20.10%,13.40%,16.00%,5.90%,4.60%,"61,747","79,781",,(X),37.60%,(X)
"Mobile County, Alabama",    Married-couple families,"70,697",1.40%,1.00%,4.40%,6.90%,12.30%,21.70%,16.20%,21.40%,8.20%,6.40%,"78,390","97,308",,(X),(X),(X)
"Mobile County, Alabama",    Nonfamily households,"54,790",16.70%,10.20%,18.90%,12.90%,13.80%,14.10%,6.80%,4.40%,1.30%,1.10%,"27,190","40,871",,(X),(X),37.50%
"Monroe County, Alabama",    Households,"8,050",17.00%,10.30%,12.50%,12.10%,10.40%,14.90%,9.70%,7.50%,3.30%,2.40%,"31,969","52,097",,47.20%,(X),(X)
"Monroe County, Alabama",    Families,"4,918",9.00%,5.30%,9.00%,11.70%,10.00%,21.30%,13.80%,11.10%,5.00%,3.70%,"53,799","69,015",,(X),49.60%,(X)
"Monroe County, Alabama",    Married-couple families,"3,428",3.50%,1.90%,6.50%,10.30%,10.60%,22.40%,17.80%,14.80%,6.90%,5.30%,"69,773",N,,(X),(X),(X)
"Monroe County, Alabama",    Nonfamily households,"3,132",31.10%,19.00%,16.60%,12.80%,10.20%,4.80%,3.00%,1.70%,0.50%,0.40%,"14,966","24,631",,(X),(X),43.10%
"Montgomery County, Alabama",    Households,"89,511",9.00%,6.10%,9.90%,10.00%,13.40%,19.00%,10.90%,12.90%,4.40%,4.40%,"51,963","72,022",,36.80%,(X),(X)
"Montgomery County, Alabama",    Families,"54,225",6.20%,3.30%,8.60%,7.70%,12.70%,18.00%,12.70%,18.10%,6.20%,6.50%,"64,884","87,727",,(X),37.80%,(X)
"Montgomery County, Alabama",    Married-couple families,"32,577",1.30%,1.30%,3.40%,4.70%,9.00%,17.70%,16.40%,26.70%,9.40%,10.00%,"93,860","114,542",,(X),(X),(X)
"Montgomery County, Alabama",    Nonfamily households,"35,286",14.00%,10.40%,13.80%,12.80%,14.60%,20.60%,6.40%,4.60%,1.70%,1.10%,"34,265","45,837",,(X),(X),34.00%
"Morgan County, Alabama",    Households,"46,388",6.60%,4.70%,11.60%,12.10%,12.80%,17.70%,12.90%,12.70%,5.00%,3.90%,"52,923","70,835",,36.20%,(X),(X)
"Morgan County, Alabama",    Families,"30,703",4.20%,2.90%,8.00%,9.00%,11.40%,20.70%,15.30%,15.90%,6.90%,5.50%,"66,053","84,573",,(X),36.00%,(X)
"Morgan County, Alabama",    Married-couple families,"23,476",1.40%,1.50%,6.10%,6.80%,9.90%,21.30%,17.80%,19.80%,8.70%,6.90%,"78,756","96,941",,(X),(X),(X)
"Morgan County, Alabama",    Nonfamily households,"15,685",12.60%,8.20%,19.50%,18.30%,15.80%,12.40%,6.10%,5.30%,1.20%,0.70%,"29,880","41,429",,(X),(X),35.80%
"Perry County, Alabama",    Households,"3,140",16.90%,14.50%,22.80%,12.70%,12.40%,9.10%,4.40%,7.00%,0.10%,0.00%,"23,875","35,146",,38.30%,(X),(X)
"Perry County, Alabama",    Families,"1,509",6.20%,13.30%,24.30%,7.40%,13.00%,13.70%,7.20%,14.60%,0.30%,0.00%,"33,438","48,379",,(X),44.80%,(X)
"Perry County, Alabama",    Married-couple families,716,0.00%,0.00%,9.40%,11.00%,10.30%,24.40%,14.40%,29.90%,0.60%,0.00%,"70,066",N,,(X),(X),(X)
"Perry County, Alabama",    Nonfamily households,"1,631",26.70%,16.10%,24.90%,16.90%,11.90%,1.70%,1.80%,0.00%,0.00%,0.00%,"18,481","21,869",,(X),(X),32.40%
"Pickens County, Alabama",    Households,"7,731",8.90%,10.10%,13.10%,13.20%,14.00%,14.30%,9.70%,11.40%,2.80%,2.50%,"40,362","58,575",,44.40%,(X),(X)
"Pickens County, Alabama",    Families,"5,246",6.70%,3.70%,13.00%,12.40%,11.30%,17.50%,13.10%,15.30%,4.00%,2.90%,"53,247","66,171",,(X),39.60%,(X)
"Pickens County, Alabama",    Married-couple families,"3,425",1.30%,0.40%,8.30%,10.80%,11.50%,21.50%,16.30%,19.70%,6.20%,4.10%,"70,959",N,,(X),(X),(X)
"Pickens County, Alabama",    Nonfamily households,"2,485",13.80%,23.30%,19.50%,9.10%,20.20%,6.50%,3.00%,2.70%,0.20%,1.60%,"20,271","41,434",,(X),(X),48.40%
"Pike County, Alabama",    Households,"11,700",13.30%,6.30%,15.10%,11.30%,11.70%,14.30%,9.40%,11.60%,4.40%,2.60%,"39,218","61,289",,42.70%,(X),(X)
"Pike County, Alabama",    Families,"6,227",4.90%,1.10%,7.40%,12.70%,12.70%,18.90%,12.80%,17.70%,7.30%,4.40%,"62,171","84,148",,(X),43.10%,(X)
"Pike County, Alabama",    Married-couple families,"4,258",0.90%,0.50%,3.70%,7.80%,14.20%,18.40%,16.50%,21.00%,10.50%,6.50%,"86,461",N,,(X),(X),(X)
"Pike County, Alabama",    Nonfamily households,"5,473",23.20%,12.20%,24.50%,9.70%,10.00%,8.90%,5.40%,5.00%,0.70%,0.40%,"20,633","34,521",,(X),(X),42.00%
"Randolph County, Alabama",    Households,"8,655",9.20%,8.50%,10.30%,13.10%,13.40%,19.50%,8.60%,12.20%,3.40%,1.80%,"45,141","59,766",,38.10%,(X),(X)
"Randolph County, Alabama",    Families,"6,129",7.30%,2.60%,8.50%,12.90%,12.70%,22.60%,11.10%,15.90%,3.70%,2.60%,"54,013","70,137",,(X),40.00%,(X)
"Randolph County, Alabama",    Married-couple families,"4,458",4.10%,1.00%,7.20%,10.40%,12.80%,23.20%,13.00%,20.70%,5.00%,2.50%,"67,201",N,,(X),(X),(X)
"Randolph County, Alabama",    Nonfamily households,"2,526",15.40%,22.80%,17.50%,14.40%,11.60%,14.30%,1.70%,0.40%,1.80%,0.00%,"21,759","29,450",,(X),(X),31.40%
"Russell County, Alabama",    Households,"23,694",12.50%,5.90%,13.20%,10.50%,14.30%,18.90%,10.10%,7.90%,3.80%,2.90%,"42,208","57,400",,39.00%,(X),(X)
"Russell County, Alabama",    Families,"15,032",7.00%,3.30%,11.10%,8.50%,14.60%,24.30%,11.90%,10.60%,5.40%,3.20%,"54,213","67,474",,(X),39.80%,(X)
"Russell County, Alabama",    Married-couple families,"10,090",1.70%,1.70%,7.30%,6.70%,14.10%,26.60%,15.90%,15.40%,6.00%,4.70%,"67,020",N,,(X),(X),(X)
"Russell County, Alabama",    Nonfamily households,"8,662",23.00%,10.50%,16.60%,14.40%,13.50%,10.10%,6.30%,3.00%,0.20%,2.50%,"25,004","38,580",,(X),(X),36.70%
"St. Clair County, Alabama",    Households,"32,765",5.10%,3.40%,9.50%,8.60%,13.00%,20.60%,14.30%,17.50%,4.80%,3.20%,"62,531","73,785",,38.60%,(X),(X)
"St. Clair County, Alabama",    Families,"23,999",2.80%,1.90%,6.50%,8.00%,11.50%,21.90%,16.30%,20.90%,6.00%,4.30%,"71,382","83,926",,(X),39.00%,(X)
"St. Clair County, Alabama",    Married-couple families,"18,891",1.20%,1.00%,4.70%,5.30%,10.50%,21.20%,18.90%,24.60%,7.40%,5.20%,"84,037","93,582",,(X),(X),(X)
"St. Clair County, Alabama",    Nonfamily households,"8,766",12.00%,8.30%,18.80%,11.10%,16.90%,17.70%,6.60%,7.70%,0.80%,0.10%,"34,749","42,822",,(X),(X),34.20%
"Shelby County, Alabama",    Households,"80,756",3.80%,3.00%,6.10%,6.20%,10.80%,17.60%,13.90%,20.70%,8.10%,9.80%,"78,889","103,042",,32.00%,(X),(X)
"Shelby County, Alabama",    Families,"57,268",1.50%,1.20%,3.40%,4.50%,7.90%,17.10%,15.80%,25.60%,10.50%,12.50%,"97,843","120,725",,(X),32.30%,(X)
"Shelby County, Alabama",    Married-couple families,"47,722",0.80%,0.60%,2.40%,3.20%,6.90%,14.60%,16.70%,28.20%,12.10%,14.60%,"106,192","131,870",,(X),(X),(X)
"Shelby County, Alabama",    Nonfamily households,"23,488",9.80%,7.40%,13.70%,10.80%,17.80%,19.10%,8.50%,8.20%,1.90%,2.70%,"42,467","57,782",,(X),(X),30.50%
"Sumter County, Alabama",    Households,"5,355",19.20%,7.30%,20.90%,11.30%,12.20%,12.80%,8.10%,6.60%,0.80%,0.70%,"26,150","40,483",,29.90%,(X),(X)
"Sumter County, Alabama",    Families,"3,016",12.30%,3.80%,13.10%,9.20%,15.60%,19.40%,12.80%,11.50%,1.30%,1.20%,"45,494","55,388",,(X),36.70%,(X)
"Sumter County, Alabama",    Married-couple families,"1,722",0.90%,0.00%,13.50%,6.80%,12.50%,27.20%,21.10%,15.30%,1.00%,1.60%,"65,618",N,,(X),(X),(X)
"Sumter County, Alabama",    Nonfamily households,"2,339",30.80%,12.00%,28.30%,14.10%,8.60%,3.90%,1.60%,0.30%,0.30%,0.00%,"16,665","20,481",,(X),(X),21.10%
"Talladega County, Alabama",    Households,"31,741",8.90%,7.20%,14.00%,12.30%,12.60%,17.40%,11.60%,10.80%,3.20%,1.90%,"43,969","59,060",,36.40%,(X),(X)
"Talladega County, Alabama",    Families,"20,893",7.10%,3.30%,9.20%,11.10%,13.10%,19.90%,15.00%,14.20%,4.40%,2.60%,"57,538","69,031",,(X),36.50%,(X)
"Talladega County, Alabama",    Married-couple families,"14,072",1.50%,1.60%,3.90%,9.30%,13.30%,22.00%,19.20%,18.80%,6.40%,3.80%,"71,988",N,,(X),(X),(X)
"Talladega County, Alabama",    Nonfamily households,"10,848",14.50%,15.80%,22.90%,14.70%,10.70%,12.30%,3.80%,4.10%,0.50%,0.70%,"23,113","36,861",,(X),(X),33.60%
"Tallapoosa County, Alabama",    Households,"16,359",8.50%,7.80%,12.60%,10.30%,12.30%,21.50%,11.30%,9.90%,3.40%,2.40%,"48,160","60,529",,38.20%,(X),(X)
"Tallapoosa County, Alabama",    Families,"11,038",5.50%,3.60%,8.50%,9.50%,12.60%,26.00%,14.20%,12.70%,4.70%,2.80%,"56,521","71,087",,(X),40.80%,(X)
"Tallapoosa County, Alabama",    Married-couple families,"7,646",1.60%,1.70%,4.00%,7.60%,14.00%,27.20%,17.70%,15.80%,6.60%,3.80%,"66,941",N,,(X),(X),(X)
"Tallapoosa County, Alabama",    Nonfamily households,"5,321",15.40%,16.40%,22.40%,12.80%,11.10%,12.30%,3.90%,3.40%,0.70%,1.60%,"22,371","36,977",,(X),(X),32.30%
"Tuscaloosa County, Alabama",    Households,"74,713",8.80%,5.40%,9.20%,9.90%,12.80%,17.80%,12.00%,15.20%,4.60%,4.20%,"54,283","71,974",,45.10%,(X),(X)
"Tuscaloosa County, Alabama",    Families,"47,980",4.40%,2.90%,6.30%,8.50%,12.00%,18.00%,15.30%,20.10%,6.40%,6.10%,"71,640","87,976",,(X),47.50%,(X)
"Tuscaloosa County, Alabama",    Married-couple families,"34,456",0.90%,1.80%,3.70%,5.00%,10.90%,17.20%,18.30%,25.40%,8.50%,8.20%,"88,704","104,730",,(X),(X),(X)
"Tuscaloosa County, Alabama",    Nonfamily households,"26,733",17.00%,10.00%,15.40%,13.10%,14.80%,16.70%,5.60%,5.70%,0.90%,0.90%,"30,621","41,180",,(X),(X),40.20%
"Walker County, Alabama",    Households,"25,440",8.20%,6.90%,13.10%,9.40%,15.40%,17.30%,13.80%,10.60%,3.50%,1.90%,"45,833","60,917",,39.60%,(X),(X)
"Walker County, Alabama",    Families,"17,553",4.40%,2.70%,9.40%,8.60%,15.90%,21.10%,18.00%,13.70%,4.40%,1.90%,"59,531","71,690",,(X),39.50%,(X)
"Walker County, Alabama",    Married-couple families,"12,928",2.00%,2.20%,5.90%,6.90%,15.40%,22.90%,20.10%,16.80%,5.30%,2.50%,"68,519","79,935",,(X),(X),(X)
"Walker County, Alabama",    Nonfamily households,"7,887",17.00%,15.90%,22.80%,12.20%,13.80%,8.10%,4.90%,3.30%,0.50%,1.50%,"21,617","34,609",,(X),(X),37.90%
"Washington County, Alabama",    Households,"5,830",10.20%,9.80%,11.40%,10.80%,13.50%,13.20%,8.10%,12.80%,5.20%,5.00%,"42,331","68,743",,37.70%,(X),(X)
"Washington County, Alabama",    Families,"4,141",7.70%,3.20%,8.30%,10.50%,15.10%,14.80%,10.10%,16.20%,9.50%,4.80%,"56,117","84,525",,(X),37.80%,(X)
"Washington County, Alabama",    Married-couple families,"3,232",5.00%,1.10%,3.20%,8.80%,14.00%,18.50%,12.30%,20.00%,11.20%,5.80%,"74,016",N,,(X),(X),(X)
"Washington County, Alabama",    Nonfamily households,"1,689",17.90%,26.00%,19.10%,11.50%,8.50%,9.10%,4.10%,3.70%,0.00%,0.10%,"16,430","27,793",,(X),(X),37.40%
"Wilcox County, Alabama",    Households,"3,961",12.90%,13.10%,12.90%,11.00%,15.60%,12.90%,10.40%,8.20%,1.40%,1.60%,"35,063","47,936",,40.10%,(X),(X)
"Wilcox County, Alabama",    Families,"2,563",6.70%,10.10%,12.00%,8.80%,16.40%,14.30%,14.90%,12.10%,2.20%,2.30%,"45,582","58,692",,(X),42.80%,(X)
"Wilcox County, Alabama",    Married-couple families,"1,348",1.20%,2.20%,8.80%,4.70%,18.90%,17.10%,25.10%,14.10%,4.20%,3.70%,"68,816",N,,(X),(X),(X)
"Wilcox County, Alabama",    Nonfamily households,"1,398",24.30%,18.70%,15.50%,15.20%,14.00%,8.90%,2.00%,1.10%,0.00%,0.40%,"19,301","27,752",,(X),(X),35.10%
"Winston County, Alabama",    Households,"9,612",7.30%,8.90%,16.70%,13.00%,12.70%,18.10%,10.00%,9.30%,2.00%,1.90%,"40,991","54,276",,37.40%,(X),(X)
"Winston County, Alabama",    Families,"6,542",4.50%,4.90%,11.20%,12.50%,14.40%,21.70%,14.40%,12.00%,2.40%,2.00%,"53,636","62,476",,(X),37.60%,(X)
"Winston County, Alabama",    Married-couple families,"5,075",1.90%,2.40%,9.00%,10.80%,13.90%,24.90%,17.00%,14.80%,3.10%,2.40%,"59,986",N,,(X),(X),(X)
"Winston County, Alabama",    Nonfamily households,"3,070",14.40%,17.50%,29.20%,14.50%,8.50%,9.50%,3.20%,0.30%,1.20%,1.80%,"20,699","34,582",,(X),(X),31.90%
"Aleutians East Borough, Alaska",    Households,988,3.30%,3.10%,9.70%,7.80%,10.20%,15.20%,12.10%,28.70%,5.40%,4.40%,"75,833","85,311",,29.40%,(X),(X)
"Aleutians East Borough, Alaska",    Families,593,3.40%,2.00%,9.90%,6.40%,9.10%,12.30%,14.50%,31.40%,5.20%,5.70%,"88,313","92,956",,(X),30.00%,(X)
"Aleutians East Borough, Alaska",    Married-couple families,408,1.20%,0.00%,2.90%,5.90%,5.90%,11.50%,16.90%,41.70%,7.60%,6.40%,"108,333",N,,(X),(X),(X)
"Aleutians East Borough, Alaska",    Nonfamily households,395,4.10%,4.80%,12.70%,11.90%,11.40%,20.00%,7.80%,24.30%,2.50%,0.50%,"51,464","64,227",,(X),(X),26.80%
"Aleutians West Census Area, Alaska",    Households,"1,306",1.20%,1.30%,2.50%,4.10%,7.00%,21.40%,21.90%,21.70%,9.60%,9.30%,"87,443","104,029",,29.90%,(X),(X)
"Aleutians West Census Area, Alaska",    Families,760,1.20%,0.50%,1.40%,3.70%,7.40%,21.30%,19.50%,25.00%,9.90%,10.10%,"92,500","108,072",,(X),31.40%,(X)
"Aleutians West Census Area, Alaska",    Married-couple families,596,0.00%,0.00%,0.50%,2.20%,6.70%,18.80%,18.60%,28.40%,12.20%,12.60%,"106,250",N,,(X),(X),(X)
"Aleutians West Census Area, Alaska",    Nonfamily households,546,1.50%,2.40%,4.80%,4.90%,7.50%,24.90%,22.00%,15.20%,9.00%,7.90%,"78,833","94,414",,(X),(X),25.60%
"Anchorage Municipality, Alaska",    Households,"106,970",3.00%,2.30%,4.90%,6.30%,9.20%,18.20%,14.30%,20.20%,10.80%,10.80%,"84,813","108,393",,31.30%,(X),(X)
"Anchorage Municipality, Alaska",    Families,"69,571",1.80%,1.50%,3.20%,5.00%,7.20%,16.60%,14.20%,23.30%,13.60%,13.60%,"100,775","124,028",,(X),32.30%,(X)
"Anchorage Municipality, Alaska",    Married-couple families,"52,616",0.60%,0.90%,2.10%,3.00%,5.80%,14.90%,13.30%,26.10%,16.50%,16.90%,"116,237","139,535",,(X),(X),(X)
"Anchorage Municipality, Alaska",    Nonfamily households,"37,399",6.20%,4.10%,8.70%,9.80%,13.40%,22.10%,13.80%,13.50%,4.40%,4.10%,"57,311","72,583",,(X),(X),26.90%
"Bethel Census Area, Alaska",    Households,"4,499",8.30%,6.20%,10.20%,9.40%,11.60%,16.40%,12.10%,14.70%,5.50%,5.70%,"54,400","72,996",,54.40%,(X),(X)
"Bethel Census Area, Alaska",    Families,"3,356",7.70%,4.60%,9.40%,10.60%,12.90%,16.90%,10.70%,16.70%,4.70%,5.80%,"55,324","73,837",,(X),54.30%,(X)
"Bethel Census Area, Alaska",    Married-couple families,"1,988",1.80%,1.50%,7.70%,10.20%,13.70%,18.60%,10.90%,21.40%,6.70%,7.60%,"68,167","87,913",,(X),(X),(X)
"Bethel Census Area, Alaska",    Nonfamily households,"1,143",15.40%,11.50%,13.20%,5.50%,7.00%,12.10%,16.70%,8.30%,6.10%,4.20%,"38,792","62,594",,(X),(X),48.30%
